0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.0,0.0,0.0,0.0,0.14285713605442207,0.8095237709750585,0.0,0.0,0.0,0.09523809070294806,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.62914285714288,0.0,0.0,0.0,178.44899999999998,41.15999999999999,4.2,4.2,0.0,41.15999999999999,0.0,5.571428571428571,0.0,7.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.09523809070294806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.040493338743556,0.0,5.857142578231305
0.0,0.0,0.0,0.0,0.16279069388858852,0.8604650962682536,0.0,0.0,0.0,0.09302325365062201,0.04651162682531101,0.1,1.1,1.0,0.0,0.0,0.09302325365062201,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.04651162682531101,0.0,0.0,0.0,69.70081818181819,0.0,0.0,0.0,151.75,149.33333333333343,4.4,4.0,0.0,149.33333333333343,0.0,4.295454545454546,0.0,10.0,0.0,0.38636363636363635,0.04651162682531101,0.0,0.0,0.0,0.0,0.13953488047593302,0.0,0.0,0.0,0.04651162682531101,0.0,0.0,0.0,0.0,0.0,0.04651162682531101,0.0,1.1,-8.847495596448391,0.0,4.488371988642512
0.0,0.0,0.033333332222222255,0.033333332222222255,0.09999999666666677,0.899999970000001,0.033333332222222255,0.0,0.0,0.033333332222222255,0.0,2.0,2.0,2.0,0.0,0.0,0.06666666444444451,0.0,0.0,0.0,1.0,0.5,0.033333332222222255,0.0,0.0,0.0,73.17000000000003,0.0,0.033333332222222255,0.0,160.863,78.49333333333335,15.0,15.0,0.0,78.49333333333335,0.0,4.2,0.0,11.0,0.0,0.4666666666666667,0.06666666444444451,0.0,0.0,0.0,0.06666666444444451,0.09999999666666677,0.0,0.0,0.0,0.033333332222222255,0.0,0.0,0.0,0.0,0.0,0.033333332222222255,0.0,1.0,-9.54591192872335,0.033333332222222255,4.43333318555556
0.0,0.0,0.016393442354205864,0.016393442354205864,0.16393442354205864,0.8360655600644991,0.016393442354205864,0.0,0.0,0.016393442354205864,0.0,0.3,1.2,1.0,0.0,0.0,0.03278688470841173,0.03278688470841173,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.016393442354205864,0.0,67.50251639344265,0.0,0.0,0.0,130.1525,125.44000000000001,6.1,5.083333333333333,0.86,125.44000000000001,0.0,4.409836065573771,0.0,2.0,0.016393442354205864,0.47540983606557374,0.06557376941682345,0.0,0.016393442354205864,0.0,0.016393442354205864,0.08196721177102932,0.016393442354205864,0.016393442354205864,0.0,0.0,0.0,0.0,0.0,0.016393442354205864,0.0,0.016393442354205864,0.0,1.2,-9.73752669763171,0.016393442354205864,4.688524513302877
0.0,0.0,0.022727272210743815,0.0,0.13636363326446288,0.7954545273760335,0.022727272210743815,0.0,0.0,0.11363636105371908,0.0,2.0,2.0,2.0,0.0,0.0,0.04545454442148763,0.022727272210743815,0.0,0.0,1.0,0.5,0.022727272210743815,0.0,0.0,0.0,59.527727272727276,0.0,0.0,0.0,136.83,64.715,22.0,22.0,0.0,64.715,0.0,4.295454545454546,0.0,31.0,0.0,0.4772727272727273,0.06818181663223144,0.0,0.0,0.0,0.0,0.13636363326446288,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.33490094817808,0.022727272210743815,4.6136362587809945
0.0,0.0,0.037037035665294975,0.037037035665294975,0.07407407133058995,0.9259258916323744,0.0,0.0,0.0,0.11111110699588492,0.0,0.2857142857142857,1.2857142857142858,1.2857142857142858,0.0,0.0,0.07407407133058995,0.037037035665294975,0.0,0.0,0.2857142857142857,0.2222222222222222,0.0,0.0,0.0,0.0,58.78666666666669,0.0,0.0,0.0,169.229,174.9999999999999,3.857142857142857,3.857142857142857,0.0,174.9999999999999,0.0,5.037037037037037,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.1481481426611799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.764298202988561,0.0,5.444444242798361
0.0,0.0,0.0,0.04444444345679015,0.08888888691358031,0.7999999822222227,0.0,0.0,0.0,0.11111110864197538,0.0,0.25,1.5,1.5,0.0,0.0,0.04444444345679015,0.0,0.0,0.0,0.25,0.3333333333333333,0.022222221728395074,0.0,0.0,0.0,40.67554347826092,0.0,0.0,0.0,133.50349999999997,63.00000000000002,11.5,11.5,0.0,63.00000000000002,0.0,5.043478260869565,0.04444444345679015,10.0,0.0,0.5,0.022222221728395074,0.0,0.0,0.0,0.0,0.1555555520987655,0.022222221728395074,0.0,0.0,0.04444444345679015,0.0,0.0,0.0,0.0,0.0,0.04444444345679015,0.0,1.0,-9.630561042411928,0.0,5.333333214814818
0.0,0.0,0.0,0.027777777006172864,0.16666666203703717,0.8888888641975317,0.0,0.0,0.0,0.027777777006172864,0.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.05555555401234573,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,66.79500000000002,0.0,0.027777777006172864,0.0,158.958,114.33333333333331,6.0,6.0,0.0,114.33333333333331,0.0,4.972222222222222,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.027777777006172864,0.1388888850308643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.934816078839939,0.0,5.222222077160498
0.0,0.0,0.09615384430473377,0.03846153772189351,0.076923075443787,0.7884615232988169,0.0,0.0,0.0,0.03846153772189351,0.0,0.0,1.2,1.2,0.0,0.0,0.07692307544378701,0.0,0.0,0.0,0.2,0.16666666666666666,0.05769230658284026,0.0,0.0,0.019230768860946754,62.87130769230771,0.0,0.0,0.0,136.09199999999998,100.0,10.4,10.4,0.82,100.0,0.0,4.4423076923076925,0.05769230658284026,8.0,0.0,0.34615384615384615,0.03846153772189351,0.0,0.0,0.0,0.03846153772189351,0.09615384430473377,0.019230768860946754,0.019230768860946754,0.0,0.019230768860946754,0.0,0.0,0.0,0.0,0.0,0.03846153772189351,0.019230768860946754,1.0,-8.979085727280484,0.0,4.55769222004438
0.0,0.0,0.04545454442148763,0.0,0.1363636332644629,0.8409090717975212,0.0,0.0,0.0,0.13636363326446288,0.022727272210743815,1.0,1.5,1.2,0.0,0.0,0.09090908884297526,0.0,0.16666666666666666,0.2,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,64.9245454545455,0.0,0.0,0.0,145.787,86.28666666666666,11.0,8.8,0.0,86.28666666666666,0.0,4.659090909090909,0.022727272210743815,11.0,0.0,0.5227272727272727,0.04545454442148763,0.0,0.0,0.0,0.0,0.1590909054752067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272210743815,1.25,-9.310172567246363,0.0,4.818181708677689
0.0,0.0,0.0,0.06249999804687507,0.15624999511718768,0.874999972656251,0.031249999023437534,0.0,0.0,0.06249999804687507,0.031249999023437534,2.0,2.0,2.0,0.0,0.0,0.12499999609375013,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,15.730000000000018,0.031249999023437534,0.031249999023437534,0.0,130.36,71.68,32.0,32.0,0.0,71.68,0.0,5.375,0.0937499970703126,21.0,0.0,0.5625,0.031249999023437534,0.0,0.0,0.0,0.0,0.15624999511718765,0.0,0.0,0.0,0.031249999023437534,0.0,0.0,0.0,0.0,0.0,0.031249999023437534,0.0,1.0,-9.497532582304078,0.031249999023437534,5.531249827148443
0.0,0.0,0.0,0.0,0.06666666222222252,0.8666666088888928,0.06666666222222252,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,41.30250000000001,0.0,0.0,0.0,178.77949999999998,63.00000000000002,7.5,5.0,0.0,63.00000000000002,0.0,5.466666666666667,0.06666666222222252,4.0,0.0,0.8666666666666667,0.13333332444444504,0.0,0.0,0.0,0.0,0.13333332444444504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-11.141948739172184,0.06666666222222252,5.666666288888915
0.0,0.0,0.0,0.031249999023437534,0.12499999609375012,0.8437499736328133,0.0,0.0,0.0,0.06249999804687507,0.031249999023437534,3.0,1.0,1.0,0.0,0.0,0.06249999804687507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.16750000000002,0.0,0.0,0.0,137.72000000000003,58.86999999999998,32.0,32.0,0.0,58.86999999999998,0.0,4.4375,0.031249999023437534,32.0,0.0,0.59375,0.06249999804687507,0.0,0.0,0.0,0.0,0.21874999316406274,0.0,0.0,1.0,0.031249999023437534,0.0,0.0,0.0,0.0,0.0,0.031249999023437534,0.031249999023437534,1.0,-9.572407157978239,0.0,4.624999855468755
0.0,0.0,0.0,0.015151514921946744,0.13636363429752069,0.7121212013314969,0.03030302984389349,0.0,0.0,0.09090908953168046,0.0,0.75,2.25,1.5,0.015151514921946744,0.0,0.03030302984389349,0.015151514921946744,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,58.0602272727273,0.0,0.0,0.0,114.4445,71.74588235294118,16.5,11.0,0.74,71.74588235294118,0.0,4.636363636363637,0.03030302984389349,8.0,0.0,0.42424242424242425,0.06060605968778698,0.0,0.0,0.0,0.03030302984389349,0.12121211937557395,0.015151514921946744,0.0,0.0,0.0,0.0,0.015151514921946744,0.0,0.0,0.0,0.0,0.0,1.5,-9.086978928982541,0.015151514921946744,4.787878715335171
0.0,0.0,0.023255813412655504,0.023255813412655504,0.18604650730124403,0.7906976560302871,0.0,0.0,0.0,0.04651162682531101,0.023255813412655504,0.8,1.0,1.0,0.0,0.0,0.09302325365062201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15716279069768,0.0,0.0,0.0,151.90300000000002,57.76,8.6,8.6,0.0,57.76,0.0,4.27906976744186,0.023255813412655504,15.0,0.0,0.4883720930232558,0.023255813412655504,0.0,0.0,0.0,0.0,0.18604650730124403,0.0,0.023255813412655504,0.0,0.023255813412655504,0.0,0.0,0.0,0.0,0.0,0.04651162682531101,0.0,1.0,-9.49049065511171,0.0,4.418604548404546
0.0,0.0,0.0,0.0,0.19230768491124287,0.8846153505917173,0.0,0.0,0.0,0.03846153698224858,0.0,0.4,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,74.65700000000002,0.0,0.0,0.0,173.018,135.52000000000015,5.2,5.2,0.0,135.52000000000015,0.0,4.615384615384615,0.03846153698224858,1.0,0.0,0.6153846153846154,0.07692307396449716,0.0,0.0,0.03846153698224858,0.0,0.26923075887574005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.928687264511037,0.0,4.769230585798823
0.0,0.0,0.0,0.0,0.21874999316406274,0.874999972656251,0.0,0.0,0.0,0.031249999023437534,0.0,0.5714285714285714,1.2857142857142858,1.0,0.0,0.0,0.12499999609375013,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,35.638750000000044,0.0,0.0,0.0,155.99200000000002,67.27000000000001,4.571428571428571,3.5555555555555554,0.0,67.27000000000001,0.0,5.4375,0.0,4.0,0.0,0.71875,0.031249999023437534,0.0,0.0,0.031249999023437534,0.0,0.06249999804687507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,-10.249355377745596,0.0,5.624999824218756
